z,Omega_c,Omega_b,Omega_k,h,ns,sigma_8,As,w0,wa,m_nu,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,k43,k44,k45,k46,k47,k48,k49,k50,k51,k52,k53,k54,k55,k56,k57,k58,k59,k60,k61,k62,k63,k64,k65,k66,k67,k68,k69,k70,k71,k72,k73,k74,k75,k76,k77,k78,k79,k80,k81,k82,k83,k84,k85,k86,k87,k88,k89,k90,k91,k92,k93,k94,k95,k96,k97,k98,k99
0.0,0.30479120971119267,0.061343227628304284,0.0,0.8115985418312517,0.9401927391442492,1.065451115646074,2.1e-09,-1.1551767630240022,0.0,0.0,0.9999977376187509,0.9999969454554591,0.9999959109352791,0.9999945603416284,0.9999927943197964,0.999990480989762,0.9999874476599762,0.9999834687363298,0.9999782487186079,0.9999714004383925,0.9999624159320957,0.9999506326397125,0.999935186241344,0.9999149428715451,0.9998884172745721,0.9998536791206526,0.9998081999034776,0.9997486945107609,0.9996708827901766,0.999569205749126,0.999436451202959,0.9992632979167951,0.9990377372039452,0.9987443687067765,0.998363545310048,0.997870345979588,0.9972333576867736,0.9964132080788701,0.9953607775992467,0.9940150279429799,0.9923006114894546,0.9901259502557893,0.9873839882655993,0.9839594107346722,0.9797471890265892,0.9746849873681576,0.9687958164172129,0.962229498579178,0.9552838156241696,0.9483766702029535,0.9419584349398088,0.9362470269163345,0.9309741743268936,0.9253352302395544,0.9185589383717505,0.9106048545112758,0.903185751323411,0.9005391291515159,0.9078982150362377,0.9287569491130561,0.9578455612301834,0.9770057287584075,0.9739072185733815,0.9694638629667813,1.0032328003433664,1.0792708323795284,1.1275829490436475,1.126863689566431,1.1875561412113202,1.302592635329,1.3393218554945423,1.43637097712852,1.5685916649069238,1.6645384848625622,1.8434597979705498,1.9969852100415661,2.213491374047252,2.4524849990472477,2.7225637062010914,3.0460649250107803,3.410337372707154,3.829974759643224,4.303614093138576,4.8320195207648755,5.417136858999725,6.059152168075147,6.755684984184899,7.503038341229704,8.29730876362723,9.134924628908282,10.01329593177993,10.931463583150421,11.890453205145828,12.893145015155447,13.943601978481293,15.046244780502967,16.204987076266136,17.42263655847071,18.700606948191925,20.038953478590926,21.43696688550713,22.8936410995814,24.40756638026431,25.976581542281792,27.598093117673507,29.269264769050462,30.986094225371776,32.74426036329008,34.539959636878564,36.36885621998989
0.0,0.23777568795041043,0.052988285352429984,0.0,0.5538208833652588,1.0018441895515555,0.6284094245651468,2.1e-09,-1.1065045916988008,0.0,0.0,1.0000004869324688,1.0000005346169452,1.000000583203535,1.0000006306077507,1.0000006728587358,1.0000007034747287,1.0000007128855162,1.0000006874250587,1.0000006084443203,1.0000004503486384,1.0000001770670794,0.9999997385914676,0.9999990693190506,0.9999980798166529,0.9999966464908607,0.9999946055716586,0.9999917434793,0.9999877715435589,0.999982301575708,0.999974830061704,0.9999646947935565,0.9999510344030117,0.9999327384526246,0.9999083893832155,0.9998761953438469,0.9998339049203443,0.999778680293166,0.9997068780219125,0.9996136418946172,0.9994921850209687,0.9993326862242953,0.9991210579968612,0.9988384506881198,0.9984632799964256,0.9979777885865239,0.9973797333522961,0.9966968792245945,0.9959988520774946,0.9953981254392469,0.9950264419243839,0.9950623579854476,0.9953116662219003,0.9953054730150531,0.9945699018127796,0.9924858734358815,0.9885706457439155,0.9837149161355196,0.9828605147471186,0.9909367338400885,1.0114950691034335,1.0398971972705733,1.0559257879961372,1.0439449353552375,1.029637289320012,1.0568185780638453,1.1303153362551304,1.1682685628871743,1.147555865005757,1.1902808625161594,1.2908125344071673,1.3079501985408104,1.3743788447339973,1.4757940904233058,1.5413322343348825,1.668412183640964,1.7811500973156018,1.9354985915868073,2.1074119562415383,2.3088757673460933,2.547809667483085,2.826826433532469,3.1530396927131727,3.533609409063637,3.975523382739841,4.487215249487877,5.076546464178228,5.750409915746021,6.5147387344913374,7.374221940555037,8.33153645952163,9.386829579944425,10.537614710753187,11.778993299736493,13.10417770022273,14.505336889376242,15.974673707496953,17.505317373394696,19.092040787778668,20.731580232463536,22.422579511919896,24.16520925045923,25.96054077793001,27.809894565317272,29.7141410393813,31.673284994836987,33.68640177176182,35.752036235092184,37.86892439595923,40.03645202532046,42.254613391765254
0.0,0.32171958398227646,0.03563479845838079,0.0,0.7144272143790549,0.9881294035431516,1.0857547814248039,2.1e-09,-1.2067350615499466,0.0,0.0,0.9999974244341526,0.9999965213256167,0.9999953469040359,0.9999938190505294,0.9999918281510491,0.9999892288717395,0.9999858291857601,0.9999813784884215,0.9999755500224375,0.9999679175707862,0.999957923840328,0.9999448383915598,0.9999277066050406,0.99990528826937,0.9998759619393501,0.999837608405364,0.9997874645911113,0.9997219507396524,0.9996364005721107,0.9995247633705207,0.9993792003170662,0.9991895869577347,0.9989428861297069,0.9986223777259788,0.9982067111204026,0.9976687595467628,0.9969742375803547,0.9960800580905631,0.9949324108636994,0.993464708928605,0.9915958524351234,0.9892299974253348,0.9862599471790063,0.9825769071874173,0.9780888046942032,0.9727465977096273,0.9665743624518286,0.9596943492521129,0.9523314233141184,0.9447728753827069,0.9373754768363258,0.9301790970473869,0.9229451022825867,0.9154749184492336,0.9076989364983423,0.90061098371514,0.8959596198040234,0.8971790404474097,0.9070360201076973,0.9231027015749284,0.9378664204856324,0.9441852733285616,0.9466171035280422,0.965375341597485,1.0108965605735976,1.0552793176612287,1.075433960835128,1.112327401188768,1.1876631701254687,1.2460531448200245,1.311304363416625,1.4139024585400313,1.5068751715481903,1.6358602071278745,1.773629084033089,1.94420521902444,2.1369253869082594,2.3638480839475062,2.6267816843245413,2.929070894559683,3.2755403246742425,3.6695963725566507,4.113583623899055,4.609396949830485,5.15743160893833,5.756456161715273,6.403871915993853,7.096086149705311,7.828976003173886,8.598632616717271,9.4021426747335,10.238287587938572,11.107839870762316,12.013398507099168,12.958730779562616,13.947787628674513,14.983848079753496,16.068925267115326,17.20365637768674,18.387567750666555,19.619613954484684,20.898361789101507,22.221668451776804,23.586667825702175,24.990399236754868,26.429895706136662,27.901487836522147,29.401302987115333,30.925373292948503,32.46953826393906
0.0,0.28947360581187276,0.06376705509390895,0.0,0.7056891480761658,0.9210588410996111,0.801006911335533,2.1e-09,-0.7754113808255155,0.0,0.0,0.9999998031074386,0.9999998045726326,0.9999997665754357,0.9999996698729559,0.9999994914866942,0.9999992028287337,0.9999987696215656,0.9999981433436268,0.9999972541131262,0.9999960097118041,0.9999942892124908,0.9999919287046751,0.9999887083372527,0.999984341130462,0.999978446337619,0.9999705157733371,0.9999598680699416,0.9999456564160287,0.9999267094081458,0.9999015062268625,0.9998680718406222,0.9998238374073064,0.9997654804730117,0.9996887282748104,0.9995881251810165,0.9994567461515227,0.9992858394118914,0.9990643413267017,0.9987781528218781,0.9984090393290342,0.9979330456527299,0.9973185991768966,0.9965252817701163,0.9955054488433913,0.9942116109897323,0.9926115360702196,0.9907094896489238,0.9885678859652265,0.9863206799550183,0.9841648644373268,0.9823519858390248,0.9809719583974157,0.9797625357963122,0.9781381031482166,0.9752975414279161,0.9709610352197561,0.9660072695411703,0.9642475688996526,0.9713391302876133,0.9910434178969728,1.0201821397520179,1.0419742350511583,1.0383446391333393,1.026298762249488,1.0503616525542199,1.1249517533880298,1.1815532660838775,1.1712137814900128,1.211107135567539,1.3320363875565846,1.3667970267768776,1.435381665373655,1.5751636145953407,1.64656857884677,1.8177085284122232,1.9495583248788548,2.155497263677446,2.368613498285684,2.6247397853997945,2.931832821538427,3.2852143364540964,3.6985660062476633,4.177184768814976,4.728687994789599,5.359829508724606,6.076252501002061,6.882096163376559,7.779563340579672,8.768713112677489,9.847551109686586,11.012468732693982,12.25913575215228,13.583545829270466,14.983102691328478,16.457398216101765,18.00848225466411,19.640424423249083,21.358297663584317,23.167250626668153,25.071955879637674,27.076636952940778,29.185175073883936,31.401077518891952,33.7271334402149,36.164682430162586,38.713051976517306,41.37012749666748,44.13443156394244,47.0055691609004,49.98165551527333
0.0,0.1688354695775299,0.05615003615863179,0.0,0.843028857649023,1.0097034657837574,0.797950082765126,2.1e-09,-1.1300518400499315,0.0,0.0,1.0000001137709207,1.0000000015977126,0.999999847555696,0.9999996369787565,0.9999993471707972,0.9999989462397186,0.9999983912073898,0.9999976251679249,0.9999965726361669,0.9999951323127174,0.9999931685410529,0.9999905051746278,0.999986908132438,0.9999820623681379,0.9999755517636707,0.9999668321462102,0.9999551909802288,0.9999396856192522,0.9999190850545677,0.9998917937680506,0.9998557511553126,0.9998083197346129,0.9997461537981033,0.9996650435273132,0.9995597148978573,0.999423529101893,0.9992479507551917,0.9990215830021231,0.998728495864493,0.9983457802686501,0.9978409956807126,0.9971716117082045,0.9962900576230903,0.9951575929746982,0.9937665578380454,0.9921648868442814,0.990472817066269,0.9888796845041051,0.9876273321823874,0.9867630270543875,0.9859337012417128,0.9843013079956363,0.980594755734419,0.9738605614430272,0.9651100249301908,0.9583588629246493,0.9599725431287759,0.9771246811352802,1.0114406314058382,1.0417881650722527,1.0342162747004877,1.0005513736745415,1.001849171292361,1.0805289343850801,1.16772174383358,1.1346126339121674,1.1242448704353307,1.2683256746479648,1.3122230771066716,1.310828265799211,1.4857345463214904,1.5046484399387268,1.6695969271458022,1.7584687756040622,1.9516891843641762,2.1033054877127295,2.3259306991729742,2.5823000595682206,2.8613788066766412,3.2055128854599064,3.6096875751499478,4.071440353860406,4.600864187612909,5.209358486776209,5.903125551568828,6.685229582771737,7.557778827479185,8.521626818092315,9.575076869413298,10.713634099051657,11.930948430902555,13.220039505342026,14.574350376357843,15.988803284117772,17.46059824783568,18.98947148401694,20.577277508139613,22.22698049441862,23.941664819219948,25.72378241964331,27.575047142216928,29.496857468506658,31.490769746240723,33.558471374962615,35.700983700064796,37.91766581405034,40.20538980449611,42.559290043604776,44.975584949997305,47.452965198899356
0.0,0.34512447032735116,0.05367560756635983,0.0,0.6851197462374063,0.9979200024307745,0.9725600721078727,2.1e-09,-0.9631063633513692,0.0,0.0,0.999998434741115,0.9999979539400241,0.9999973106552842,0.9999964529411645,0.9999953132611199,0.9999938029810853,0.9999918070596843,0.999989174264484,0.9999857043854948,0.9999811346265101,0.9999751227529893,0.9999672188955664,0.9999568312431754,0.9999431894530093,0.9999252880092251,0.9999018073827523,0.9998710224872029,0.9998306946367417,0.9997778960467772,0.9997088213945151,0.9996185308130318,0.9995006255861357,0.9993468431618076,0.9991465537837865,0.9988861434501916,0.9985482624012579,0.9981109108274552,0.997546326930068,0.9968196039162137,0.9958869951302893,0.994693935992771,0.9931731966931847,0.9912443983931808,0.9888172224363259,0.985801596029489,0.9821272485187182,0.9777715518061508,0.9727902232870796,0.9673403029519078,0.9616778672635353,0.9561201547444759,0.9509583699086298,0.9460676124795068,0.940992489242103,0.9351615315495105,0.9284394267127989,0.9217269114656965,0.9175335518437261,0.920702924371167,0.9346645489140574,0.9565300250241925,0.9752282953287326,0.9786958978555386,0.9741277629543653,0.9929527744521907,1.0491686712960373,1.1019326138600698,1.1112170304417421,1.1445904422485231,1.23700749431212,1.2909764677960078,1.351444169632857,1.4694894613596472,1.553621322903438,1.6951472675638344,1.829964225766498,2.0106224677963906,2.205280200036604,2.4387447379863665,2.7098797131279166,3.0204568219169654,3.377321868384083,3.78290514801577,4.240867764387747,4.753557713816828,5.321469045197306,5.943595574384415,6.617794670108787,7.340852039556899,8.108873781136952,8.918010226757845,9.765332799033724,10.649514165288627,11.571098772900484,12.532392937682362,13.536892626402055,14.588527930751853,15.69084940167523,16.846472973829428,18.056746628936803,19.321696011944887,20.640474043256223,22.01187626352031,23.43439728933445,24.90574841173254,26.42299483668774,27.983213306104926,29.58303951853125,31.218411803859272,32.88549171363429
0.0,0.30222794039807055,0.04297446008575155,0.0,0.6540357984401414,0.9383908437864039,0.8323340929886873,2.1e-09,-0.8248153449151756,0.0,0.0,0.9999996516955779,0.9999995867845508,0.9999994655891399,0.999999265178388,0.9999989582951869,0.9999985087505789,0.99999786910684,0.9999969782380824,0.9999957516871449,0.9999940735684764,0.9999917931145446,0.9999887118733449,0.9999845648554305,0.9999790005533639,0.9999715566267471,0.999961619439194,0.9999483831476689,0.9999308242958118,0.9999075500562378,0.9998767596142376,0.9998361111996519,0.9997825644297824,0.9997121887883407,0.9996199246825613,0.9994992926822769,0.9993420324784791,0.9991376320650431,0.9988727135477733,0.9985301709842695,0.9980880092954997,0.9975179338526451,0.9967841239954361,0.9958433121847985,0.9946479149667771,0.9931539425438931,0.9913337500928237,0.9891913880340346,0.9867760155182956,0.9841865326903797,0.9815560241495894,0.9790714549469641,0.976732090193358,0.9742707450414666,0.9713864107103504,0.9679662192560786,0.9636971908831935,0.9607762292318797,0.9624552664843361,0.9720885630650732,0.9898909002999906,1.0098640518669502,1.0195490988719138,1.0175512074654967,1.025058956733122,1.0659606674494493,1.1228157107860994,1.147436947170774,1.163791614103199,1.2360277883346664,1.3109802014651026,1.3555342089713622,1.4586519875479353,1.5526215997645432,1.6688696229227653,1.8085805906540409,1.9708596918171508,2.1596762029143313,2.3860111753090725,2.6481978067393355,2.9556862808804953,3.31508284656303,3.732552712904105,4.214961246772211,4.769128541912721,5.40109613943467,6.115515528657504,6.915359685816795,7.801748639700544,8.773742579430667,9.82850861457467,10.961907004580873,12.169488888252772,13.447640215847851,14.794496073650366,16.210498017758642,17.698282144076384,19.262053876078337,20.90665704470127,22.636869983966463,24.45711825364949,26.37135270273624,28.383004888508857,30.49462624663703,32.70731931848624,35.02029288905458,37.43162886793068,39.939938603266555,42.544343530153604,45.24243081969363,48.02929684792889
0.0,0.30721286105539075,0.035889662473806365,0.0,0.7558253084948441,0.9936896579660939,1.0385402668927608,2.1e-09,-0.8297055343745718,0.0,0.0,0.9999975737725209,0.9999969469982459,0.9999960959387809,0.9999949458649721,0.9999934026412658,0.9999913492744423,0.999988632973588,0.9999850492459316,0.9999803290618559,0.999974123742863,0.9999659742776007,0.9999552766701963,0.9999412456062264,0.9999228566899964,0.999898767624503,0.999867226307063,0.9998259423257855,0.9997719720420207,0.999701432038569,0.9996093009161356,0.9994890766195397,0.9993323549579463,0.9991283086717865,0.9988630399277869,0.9985187858126834,0.998072936182707,0.9974968381816097,0.9967543164987621,0.9957998878958798,0.9945767677697407,0.9930150603506204,0.9910312803484218,0.988531052457113,0.9854174549037672,0.9816064038834416,0.9770484956675662,0.9717535027705696,0.9658106222004842,0.959391772852132,0.952726517415318,0.9460895283023988,0.9394432753375459,0.9325878348153812,0.9253171347283314,0.9178348129665249,0.9110604805787584,0.9070683852467112,0.9090547498231207,0.9191041626255787,0.9340017325574006,0.9455794760610524,0.9483830482650423,0.9509845550925221,0.9736762236209129,1.019448078220738,1.055566928766434,1.0706206834246583,1.1139366370213,1.1869501287390227,1.2335817937220221,1.304277677383903,1.399441439228241,1.4877914848868565,1.6137646206550293,1.7451616728377317,1.909840994955857,2.0978156675925415,2.3176198248899715,2.575109190978809,2.873452216572318,3.2173751062678124,3.6123103789463844,4.0623632861077805,4.570753263936418,5.139824562579125,5.770606919269134,6.462558302626618,7.2136475343010025,8.020802672282983,8.88060965006242,9.790043826414555,10.747329498838836,11.752590284762464,12.808140306946905,13.918213618120095,15.08815869079975,16.32348521228361,17.628926503251126,19.007890317482342,20.46222461084532,21.99247723480931,23.598533515012445,25.279823520378535,27.035017977560113,28.861854622316063,30.757832540091716,32.72012367149926,34.74474774431447,36.82759545759581,38.964386580953466
0.0,0.17562272653510916,0.02885563848613997,0.0,0.6065853270003384,0.9206419531871383,0.6043323999350291,2.1e-09,-1.0369682448494841,0.0,0.0,1.0000008658212927,1.000001005465526,1.000001162537713,1.0000013379778896,1.0000015325481497,1.0000017460861077,1.0000019766773138,1.0000022207209487,1.0000024721463037,1.0000027200415689,1.0000029468857508,1.0000031289368467,1.0000032313177987,1.000003201858013,1.0000029690600998,1.0000024385068909,1.0000014774734196,0.9999999012139594,0.9999974686152855,0.9999938606500496,0.9999886599733799,0.999981331623781,0.999971197567479,0.9999574058741614,0.99993888128408,0.9999142195071249,0.999881481600686,0.9998378006371608,0.9997787689556061,0.9996977285683061,0.9995854737640237,0.9994313866089245,0.9992271755314578,0.9989735827094206,0.9986886405652278,0.9984140729055389,0.9982148525883903,0.9981641335694514,0.9983246198296275,0.9986565013083858,0.9988632946854603,0.9986205215143312,0.9976952152964575,0.9959531129954923,0.9935355767568453,0.9926228156243525,0.997700876376106,1.0102118652793173,1.028591038867835,1.0426040295723196,1.0422291404136368,1.0373314242867955,1.0563847359014304,1.1043007454140734,1.1403830836309636,1.1417081677879568,1.1713540730694803,1.241707237567058,1.2765492998528316,1.3279571322831134,1.4097228802292123,1.4774195413077718,1.5788894216592357,1.6837581577903402,1.8155220433200223,1.9665173774584257,2.145318296429017,2.356280505416066,2.6047321396767975,2.8980224125949356,3.2442115730959187,3.652051255252681,4.131598456599873,4.694361900474776,5.352607288613741,6.118970293206805,7.006147998470948,8.026367518639534,9.190617558379083,10.507969537572784,11.984865433813285,13.624520047840834,15.426655799044049,17.387733281350553,19.501659231393248,21.760549029648256,24.155638526515304,26.678120341709676,29.31974733598696,32.07313973242136,34.93179340287774,37.89010773292623,40.94334922227858,44.08778115214749,47.320819353627876,50.641047648619676,54.04805987029142,57.541865996085534,61.122269172850054,64.78828176852524
0.0,0.2400771875791134,0.061104095861753666,0.0,0.5559073643815827,1.009910473047424,0.6064503625226922,2.1e-09,-1.0142456148479646,0.0,0.0,1.0000004211346722,1.0000004836719396,1.0000005478423784,1.0000006110919868,1.0000006698466326,1.0000007193420233,1.0000007522948156,1.0000007575411862,1.0000007197370762,1.0000006177219345,1.0000004211038922,1.0000000874232762,0.9999995609797416,0.9999987654385238,0.9999975948805878,0.9999959089404421,0.9999935237696739,0.9999901897726459,0.9999855708035236,0.9999792306114368,0.9999705946219661,0.9999589141441978,0.99994322421553,0.9999222939877294,0.999894572875995,0.9998581213070932,0.9998105181998188,0.9997486843648813,0.9996685503592015,0.9995644074684342,0.9994278536952417,0.9992464203201082,0.9990026181065319,0.9986750685541996,0.9982440549718741,0.9977028616852092,0.9970734111087499,0.9964210228047892,0.9958604910147407,0.995539724503712,0.9956568085577762,0.9961511446966058,0.9965148033908638,0.9962012591016357,0.9944954864672252,0.9906420792350352,0.9849605947417273,0.9821469186836348,0.9872901630824165,1.0055715436761914,1.0359136983720343,1.0594114194742537,1.051208694223409,1.027728476767211,1.0394424207666004,1.1104431502751555,1.172045139773011,1.1474255854185018,1.1580003945126787,1.2702136566306361,1.3019082806002253,1.330440878033754,1.4521777637200197,1.4973938140804428,1.6231802214894913,1.7212228566347718,1.8713210196597052,2.0238396000992642,2.2133599530812673,2.4351564159138968,2.6928798093665582,2.994684905143065,3.3477090614716825,3.758840937970834,4.235793378738578,4.786404246980906,5.418258836001324,6.138218858803578,6.951903834109548,7.8631515979565805,8.873621224454219,9.982482483064091,11.18636118849807,12.479644880358647,13.855191191838717,15.305307419928564,16.82264292896964,18.40100716525677,20.035901358314536,21.72472610427395,23.466620454125316,25.26199313683885,27.111988981078298,29.01779135872562,30.980004832910257,32.998286568127604,35.07146970833414,37.19814379788832,39.37720998146496,41.60825234973165
