z,Omega_c,Omega_b,Omega_k,h,ns,sigma_8,w0,wa,m_nu,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,k43,k44,k45,k46,k47,k48,k49,k50,k51,k52,k53,k54,k55,k56,k57,k58,k59,k60,k61,k62,k63,k64,k65,k66,k67,k68,k69,k70,k71,k72,k73,k74,k75,k76,k77,k78,k79,k80,k81,k82,k83,k84,k85,k86,k87,k88,k89,k90,k91,k92,k93,k94,k95,k96,k97,k98,k99
0.0,0.29785,0.04327,0.0,0.5802,1.00465,0.8627,-1.0,0.0,0.0,-4.437001940996618e-07,-6.279301379699242e-07,-8.88698951970535e-07,-1.2532350523277776e-06,-1.756563045453059e-06,-2.4445962317451927e-06,-3.3789872112595775e-06,-4.642103946073048e-06,-6.341718264706554e-06,-8.621067146626566e-06,-1.167123591536829e-05,-1.5743000312323394e-05,-2.1164594721068022e-05,-2.8370687933903783e-05,-3.7935458261777126e-05,-5.060485330997378e-05,-6.735682510517453e-05,-8.947999693241413e-05,-0.00011865513965706465,-0.00015707032465391246,-0.0002075742401703737,-0.00027386304873939875,-0.0003607134553060304,-0.0004742747972521637,-0.0006224274251170181,-0.0008152248449351657,-0.0010654563828003307,-0.0013893823786246314,-0.0018077203479721395,-0.0023469821023191875,-0.0030411426279934777,-0.003933247428612655,-0.0050758075208872195,-0.006527981698435304,-0.008347069178602848,-0.010573226958786808,-0.013209172063887806,-0.016199839810370462,-0.0194205431661492,-0.022688540295427523,-0.02577086927008021,-0.028522571041384837,-0.031313173364903864,-0.03462844149873667,-0.03875934612295163,-0.04344860628249756,-0.04862033085455022,-0.04921391324418775,-0.04060651974575771,-0.021245758541209924,0.002945326669239968,0.018785111372581462,0.017518348552714048,0.017086512141456164,0.04951928319003862,0.10903594032348257,0.1459421950427248,0.15452987821060193,0.20249619144148007,0.27573914411280465,0.31270837781902816,0.3760697490890845,0.4508502764763795,0.5169735707165727,0.6030766799652796,0.6865477347291048,0.7809181416440137,0.8795937109910142,0.9834611677595788,1.0925693597446176,1.2057335207917377,1.3220556219287947,1.4405972230290727,1.5603212045169055,1.6801617939184865,1.7990370984256052,1.9158990759409544,2.029807910035676,2.1399974060587916,2.245899735452453,2.34716885167611,2.4436954620962035,2.53560264009092,2.623203295009216,2.706922591172039,2.787220379753518,2.8645251803914102,2.9392001931296217,3.0115342286652678,3.081750443664935,3.1500172735693877,3.2164491205717667,3.2811036010883288,3.343982155516447,3.4050663059978343,3.4643699037395677,3.521939850782786,3.577797990808705,3.631915710578855,3.6842898091885514
0.0,0.29335,0.04833,0.0,0.7414000000000001,0.9490500000000001,0.7433,-1.0,0.0,0.0,7.590970430559705e-08,4.778025372226215e-08,-5.644754457578764e-09,-9.527108145471489e-08,-2.3582862801111573e-07,-4.4676970255925933e-07,-7.543418233046713e-07,-1.1946939666392595e-06,-1.8168727445303542e-06,-2.6856660862489603e-06,-3.888451532606224e-06,-5.543498328491202e-06,-7.806817153559837e-06,-1.0884028399751078e-05,-1.505063666471114e-05,-2.067322251628026e-05,-2.8232053420627083e-05,-3.836211163253801e-05,-5.189777329553429e-05,-6.993338570650539e-05,-9.389811593600826e-05,-0.00012565081168175923,-0.00016759651691322154,-0.0002228305095207601,-0.000295315881606809,-0.0003901028947427236,-0.000513630992718287,-0.0006741455727752065,-0.0008823245600114006,-0.0011521938449668746,-0.0015023043089226434,-0.0019568651795702757,-0.002545939425383013,-0.003303332032149611,-0.004260925626773709,-0.005439718940200868,-0.006839559259033849,-0.008431275937706347,-0.010155872212905915,-0.011935188154644838,-0.013675933929498707,-0.0154479603277705,-0.017474155133923686,-0.020050375910699865,-0.02334884139402003,-0.02702473396886847,-0.0297858369562823,-0.02860595943193048,-0.02029257324733178,-0.0052693565938278075,0.0099220397256886,0.015251023311630857,0.0107822412702853,0.017072246475255837,0.05247412495962032,0.09552847343763693,0.10610795586122804,0.11629140802443329,0.17477436997589532,0.2192059921184308,0.24230951995697467,0.31313653569628774,0.35828032076418126,0.42549801810371746,0.4911185842787348,0.5691148199032584,0.6472506254247362,0.736916545619879,0.8308141285809059,0.9303986997684159,1.0363514718136977,1.1465745032221057,1.26091034170111,1.3788140598854015,1.4991539914018,1.6207184069396343,1.7424320525481787,1.8632610147081805,1.9821767932940115,2.0982238259901163,2.2106122664999237,2.31877073410927,2.422355580623511,2.5212583043927577,2.615594176294066,2.7056653625216405,2.7918891419430225,2.87471562619265,2.9545608962030294,3.03177032959042,3.106618773265716,3.1793208139992317,3.250046348103201,3.318926346296203,3.3860487492015587,3.451448016943388,3.5151091375491115,3.5770146158906413,3.637190234260721,3.695685418614962
0.0,0.28595,0.041870000000000004,0.0,0.6718,1.00035,0.7681,-1.0,0.0,0.0,-7.695216649102628e-08,-1.4662102785413745e-07,-2.544110404007327e-07,-4.147738673396004e-07,-6.468583261722165e-07,-9.765354083954403e-07,-1.4379744024856598e-06,-2.076751370266252e-06,-2.954682251537942e-06,-4.15471331432161e-06,-5.785472143004014e-06,-7.991793661908299e-06,-1.096776260747222e-05,-1.4968227871587872e-05,-2.0326643329581215e-05,-2.7485965707748318e-05,-3.7032688750273896e-05,-4.97312469184374e-05,-6.658528843117617e-05,-8.890726486600568e-05,-0.00011840768097594647,-0.00015730817780179254,-0.0002084807255357835,-0.0002756204637417268,-0.00036346356844131844,-0.0004780575359392236,-0.0006271291724221162,-0.0008205884206819442,-0.0010712659980005423,-0.00139593274157767,-0.001816555432906238,-0.002361361340663383,-0.003064766738452488,-0.003964756037368853,-0.005096612648175871,-0.006483465711659102,-0.008125928750837697,-0.009994504773476935,-0.012030329045185983,-0.014162006561676283,-0.016273257941023998,-0.01849028299677797,-0.02107034786393735,-0.02424135576832326,-0.02821431066508957,-0.03260559841443804,-0.03547556420975696,-0.03366360640978613,-0.02463231224569452,-0.009254007348330758,0.005367163452177054,0.008889584860314076,0.004837632954772227,0.014862137592631594,0.05337693235583836,0.09401949150462223,0.10322666836793566,0.12034736878741492,0.17994351059279734,0.22032461762875233,0.25204206429825904,0.3206677002116294,0.368706821251538,0.4384725190907743,0.5055304648882236,0.5851326284626117,0.6665162997343295,0.7566979526532635,0.8523811468118034,0.9534854119745628,1.0598941591566287,1.1708496314359178,1.285544651670927,1.4030892806380086,1.5224819594667094,1.6426477284371905,1.7624925908442939,1.8809530168953252,1.9970360410570227,2.109872850674219,2.218764611767482,2.3232277241154664,2.4230154895978466,2.518117214317293,2.6087325315106966,2.6952156335686612,2.778003746774351,2.857539299740558,2.9342182388005194,3.008365022548659,3.0802340638909653,3.15002488898867,3.2178924086721046,3.2839498782588863,3.3482581778315623,3.410824087477941,3.471628889136458,3.5306810562574853,3.588025623363092,3.6436873776762617
0.0,0.29164999999999996,0.04095,0.0,0.5474,0.92445,0.8535,-1.0,0.0,0.0,1.9469555111767336e-08,-5.690297484122459e-08,-1.855187393708148e-07,-3.8765826235698665e-07,-6.9148844521737e-07,-1.1335967307413652e-06,-1.7634841226887067e-06,-2.6489736184583327e-06,-3.880513965589053e-06,-5.57763957609411e-06,-7.901190421447136e-06,-1.1066760052261189e-05,-1.5356341870218312e-05,-2.11429858595644e-05,-2.8923918554567404e-05,-3.9353726827337446e-05,-5.328470582817199e-05,-7.184122408857579e-05,-9.650626283943277e-05,-0.00012920655584510747,-0.0001724544846831188,-0.0002295141271858224,-0.00030460354769981435,-0.000403151896046277,-0.0005321054078082542,-0.0007003093929027338,-0.0009189892934696289,-0.0012023811879097817,-0.0015686010372829018,-0.002040845855885463,-0.0026488902438723478,-0.003430507466961482,-0.004431602215344546,-0.005702879163166638,-0.007290433626321263,-0.009219137217210415,-0.011470578325570156,-0.013961365575437416,-0.016531575259012467,-0.01896039529858567,-0.02099215035204289,-0.02240833115260185,-0.023707827667735236,-0.025434656872721277,-0.02755332987359401,-0.03019173569561357,-0.03304636402698951,-0.03230448813587211,-0.02082764425786125,0.0018580204605160703,0.030667388859681597,0.05100936814042065,0.05369456864845326,0.05493632325604555,0.09015919579565032,0.15490833624580574,0.20015132963502164,0.21486531505524958,0.265232331645918,0.34496508634403666,0.3921281248235734,0.4597811802524791,0.5429452931163056,0.6174032232188964,0.7108390177613919,0.8030897666308511,0.9056698742594738,1.0124915021858696,1.1247350996841048,1.2418035620638364,1.3625630897540268,1.4862300580599934,1.6117225398036574,1.7378813339324524,1.8636414041296572,1.9879213609454942,2.109699990018894,2.228070850813064,2.3423042248680788,2.45189232589318,2.5565638240327444,2.656285870794498,2.751246477482351,2.8418169111150093,2.9284728773363122,3.0117005243448447,3.091926401785928,3.1694879635279647,3.2446404841754597,3.3175757839062854,3.3884482942357415,3.4573884347871173,3.524499824904007,3.5898472234221313,3.6534441845324173,3.715272832840059,3.7753375427485953,3.833694844874773,3.890401250184976,3.945451397559723
0.0,0.21275,0.037930000000000005,0.0,0.7266,0.94755,0.8357,-1.0,0.0,0.0,1.22809359704724e-08,-6.168569045969591e-08,-1.8535715614957958e-07,-3.7861943409411584e-07,-6.680683647425524e-07,-1.0887054641165208e-06,-1.6869428755261452e-06,-2.526189002792361e-06,-3.692564538765695e-06,-5.299193428774812e-06,-7.497147867764359e-06,-1.0489989761925184e-05,-1.4546827664105276e-05,-2.0018922475405484e-05,-2.7373788510791034e-05,-3.723338032774052e-05,-5.040903212904593e-05,-6.796628914051197e-05,-9.130018598345125e-05,-0.0001222271778146192,-0.0001631062652970829,-0.00021697910548498474,-0.0002877508309787026,-0.00038040533193765537,-0.0005012915037112816,-0.0006585054840553015,-0.0008624642123031588,-0.0011267768555927617,-0.0014695122830798125,-0.0019147821142293574,-0.002494017800994048,-0.0032455490230274414,-0.004210457968896827,-0.005423229785707323,-0.006898183627429977,-0.008615323262292635,-0.01051167409460497,-0.012486768402117729,-0.014417869452264077,-0.016193708033426617,-0.018076835868941883,-0.02049906562019044,-0.02389288738586618,-0.028596658321593162,-0.0341219052032691,-0.037333569970104945,-0.03397374938072035,-0.020107421505743846,0.00259097317928377,0.022014901706151866,0.0238758686979195,0.014498738303571256,0.028282402705293634,0.08119883850766699,0.13263465487709922,0.1364603776126691,0.15643782124033415,0.23459558676563277,0.2774996280185007,0.3138175926504563,0.3979796083645897,0.44977668230810836,0.5334200304663194,0.6082174176498887,0.7002342228293588,0.7915730989099279,0.8929746904245713,0.9998693480108648,1.1118356108967618,1.2288020061867875,1.3500767732561696,1.4748000735646425,1.6017693030696905,1.7299260626918904,1.8582343934208425,1.9856104076284746,2.1109750015491295,2.2333473206371255,2.351906909633343,2.466020361576212,2.575274497816403,2.6794964277204367,2.7787550690954843,2.8733298778014302,2.963647066595781,3.050201853083591,3.133477182188901,3.213887079716751,3.2917503863019144,3.3673009769917948,3.440717864532236,3.512151512336351,3.5817367483147367,3.649582132590573,3.715750654548292,3.780244157833621,3.843027737448921,3.9041001587543276,3.9635214964682772,4.021345873224797
0.0,0.26085,0.05323,0.0,0.8502000000000001,0.9702500000000001,0.7701,-1.0,0.0,0.0,-1.0198677478571164e-07,-1.7763371841288332e-07,-2.918238141726575e-07,-4.593487981391712e-07,-6.993804449860435e-07,-1.037660441150006e-06,-1.5091609064924592e-06,-2.1603145804571863e-06,-3.0529089035274074e-06,-4.270316093371294e-06,-5.924133256631201e-06,-8.16023543830061e-06,-1.1172561052960725e-05,-1.5220563070078248e-05,-2.0645678931937878e-05,-2.7897298889926725e-05,-3.756849945441762e-05,-5.043852547457421e-05,-6.752969402190946e-05,-9.017850748697534e-05,-0.00012012629385157894,-0.00015963094770690385,-0.0002116059790668056,-0.0002797877121779995,-0.0003689443897805423,-0.0004851404622578128,-0.0006360935349593929,-0.0008317084132282978,-0.0010848837681230632,-0.0014127074148008528,-0.0018379956391079073,-0.0023907001089897486,-0.003107934395518759,-0.004030848901889803,-0.005197016301241569,-0.006629030827017549,-0.008322320530189784,-0.010236730376212371,-0.012298090425560002,-0.014409222217362579,-0.016519042742275194,-0.018745079833196298,-0.021372605043275587,-0.024813838315237046,-0.029224286444776357,-0.03401404244655286,-0.03710175180361512,-0.035114620197714184,-0.024805823449125096,-0.0077086885684645315,0.005984362324485286,0.005343645294216263,-0.002273160415637496,0.010072090790489296,0.05525434479263015,0.0939232422412692,0.09107412235402441,0.11081890446399817,0.18284713622795915,0.20772234140077955,0.23973167888941993,0.3174110002600195,0.35014077042185215,0.4316985136830204,0.4872944656898538,0.5727346793518893,0.6501103182696858,0.7383881159870223,0.834842078214602,0.9326247806374514,1.0392886056644097,1.1511307063641851,1.26576624424244,1.3830121811691316,1.502594674014266,1.6234415622015126,1.7442459342362224,1.863858737879267,1.981322178844953,2.0957815569499987,2.2065051946542034,2.312959482533605,2.414852132433325,2.5121320168598196,2.6049653326843734,2.693687537314255,2.7787250189563,2.860519596553587,2.939471556208303,3.015916631441659,3.090125619784689,3.162312484005104,3.232643369982239,3.301230468128575,3.368121573934603,3.4333018811004123,3.496738498671736,3.558437832432536,3.618438544735678,3.6767529034365296
0.0,0.28565,0.03597,0.0,0.819,1.00525,0.8185,-1.0,0.0,0.0,-4.6222441809632136e-07,-6.330463851796839e-07,-8.686016216091019e-07,-1.191154246118793e-06,-1.6294783681203427e-06,-2.221443231075443e-06,-3.0176757743072412e-06,-4.085380223391852e-06,-5.51262430523258e-06,-7.416398133697603e-06,-9.952385788490464e-06,-1.3324244484105332e-05,-1.7798949978186984e-05,-2.3730078703022413e-05,-3.158324524871762e-05,-4.1966354065120665e-05,-5.567796826894604e-05,-7.376307120766481e-05,-9.758737247477251e-05,-0.0001289314039619202,-0.00017011043396051402,-0.0002241264491120691,-0.0002948573457520287,-0.00038729413110502977,-0.0005078410304685873,-0.0006647007476141553,-0.0008683868435869803,-0.001132424067637052,-0.0014743016397482365,-0.0019166756960303578,-0.0024886481582303815,-0.0032265201999464024,-0.004173073615332976,-0.005374375640362409,-0.006873908149340643,-0.00870501439523058,-0.010883626641287742,-0.013403778969377297,-0.016240131532380575,-0.019343443764187437,-0.022703920618875863,-0.026428879318911996,-0.030660622526655287,-0.03546360148889555,-0.04057126902098757,-0.04510474868377458,-0.04720436040021579,-0.04465652784439261,-0.03662273775880266,-0.026617118003299533,-0.021563241481398956,-0.023016985693525924,-0.01976528855064894,0.0027333744759621614,0.03660795024652668,0.05351861171506425,0.06303548733102769,0.10356306945885474,0.1481381328769225,0.17164354352173072,0.22576763898329336,0.27409575828373484,0.32787745601776375,0.3915990764245478,0.4586893942246627,0.5321006691513619,0.6135597237876331,0.6996885245448464,0.7922443278119892,0.8908092376532937,0.9943696543014531,1.102527454614763,1.2144556377903284,1.3292445171457383,1.4458998395019147,1.5633595780257394,1.680536253395184,1.7963709973523716,1.9098949909196927,2.02027111972641,2.1268395532916684,2.229153704602063,2.3270041545130473,2.4204198093162117,2.509627401942754,2.594994706304912,2.6769615511605247,2.7559770408189475,2.832447613451683,2.906701560205747,2.9789814803181125,3.0494469373817137,3.1181836820259927,3.1852143076528345,3.250527698478815,3.3141179863256527,3.3759878381538972,3.4361237287882727,3.494492119805779,3.5510886453723107
0.0,0.22605,0.04725,0.0,0.7366,0.9580500000000001,0.7149,-1.0,0.0,0.0,3.3506717205042605e-07,3.6604494353027073e-07,3.847296958115902e-07,3.834504347173901e-07,3.516290662154825e-07,2.752232203098293e-07,1.3502521499688995e-07,-9.625642258006498e-08,-4.565710710399538e-07,-9.962328430790948e-07,-1.78403263849928e-06,-2.914694613225728e-06,-4.513988569335257e-06,-6.747731536849222e-06,-9.840328742121465e-06,-1.4093175490162595e-05,-1.9901324447964224e-05,-2.7788289774688313e-05,-3.844412014369434e-05,-5.277257589648557e-05,-7.195087972531006e-05,-9.75025306996198e-05,-0.0001313825265914439,-0.00017608309092176488,-0.00023476147646882078,-0.0003114191537034458,-0.0004111773704781543,-0.0005407366171343212,-0.0007091410577871046,-0.0009289042816636784,-0.0012173034196562905,-0.0015970538558270188,-0.002094867660189159,-0.002736176114326369,-0.003535565507655284,-0.004485103361256936,-0.005544871064283707,-0.00664174779730217,-0.0076854156553910055,-0.008558451545474691,-0.009356215474295985,-0.010398941195583836,-0.012138048380903455,-0.01506374196188792,-0.019340468008446444,-0.023387042175246103,-0.023995786485813946,-0.017098603850602065,-0.00045514463733335514,0.02088579023144108,0.03134113128280141,0.02338309472314951,0.01737614757473304,0.04607490822367158,0.10287632886662271,0.12576244640290352,0.11598610221552343,0.16314972059266775,0.2329857730615587,0.24200476183331332,0.303972338987222,0.3655951244894802,0.41389004785853084,0.49231813518724155,0.5594237302806906,0.6414852515670612,0.7296370081920416,0.8211258754492763,0.920891144972147,1.0270202648794249,1.1379314153826658,1.2532921660047618,1.3730137535413156,1.4961855420112886,1.621593890474561,1.748121869585943,1.8747483789065866,2.000429761732384,2.124116251063365,2.2448432444930178,2.3617968173362125,2.474346096655589,2.582074599929485,2.684797680409448,2.78255605810314,2.8755886633986836,2.9642794796074123,3.04909178815204,3.1304950997412284,3.2089082451336775,3.2846670298222604,3.3580190883155256,3.429146174648868,3.4981935921995118,3.5652946455334686,3.6305731622068866,3.6941321404418663,3.756036497946076,3.8162993477180067,3.874902968502867
0.0,0.21475,0.048670000000000005,0.0,0.8482000000000001,0.91315,0.7988999999999999,-1.0,0.0,0.0,1.8177336071834668e-07,1.581945265111267e-07,1.023364198754437e-07,-5.141743698800649e-10,-1.6938616911497187e-07,-4.3020640000557835e-07,-8.188998217416816e-07,-1.3836502755863845e-06,-2.1891211833676227e-06,-3.323744874935801e-06,-4.907190138328102e-06,-7.096236535309641e-06,-1.0100677883797759e-05,-1.4203534072287835e-05,-1.9778154364017035e-05,-2.7318130128437284e-05,-3.747598113376219e-05,-5.111114548821569e-05,-6.935132677415132e-05,-9.366949128203178e-05,-0.00012597908767383664,-0.00016875036613285655,-0.0002251486333924534,-0.0002992042579102116,-0.0003960220502362224,-0.0005220749798995052,-0.0006856417105469755,-0.0008975270835147317,-0.0011722089218833508,-0.0015294391987225485,-0.001995937908575352,-0.0026059287076932026,-0.0033984002937534935,-0.0044090590622840155,-0.00565693310527396,-0.007128999794090063,-0.008768470618606809,-0.0104746029066711,-0.012113407987420584,-0.013585167568888418,-0.015014010912013818,-0.016781420431625175,-0.01945826892542758,-0.02349587902965241,-0.028572042846128534,-0.03278383055647976,-0.03163825905899998,-0.0205431432757534,0.0007502702598577265,0.02277330764308811,0.028339837313670183,0.016343781576983355,0.018913289317964654,0.0646127876699416,0.12490868865766047,0.13151690072822692,0.13141701382326879,0.20793936849704248,0.26281179789946163,0.27490990716527625,0.3659407408728991,0.41023473310506914,0.48699473861718867,0.5582365483423235,0.6462412293712869,0.7287976820049015,0.8289589979552611,0.9303976535982024,1.0360423066732942,1.1493983840734139,1.2692091323559516,1.3919365657486817,1.5169240812668274,1.6440676980878877,1.7724920572981506,1.9008508867808287,2.027919270745705,2.1527109187738014,2.2743476914465965,2.3920512460147245,2.505229084525729,2.6135419013413017,2.7169068143200645,2.8154645598366965,2.909535391014384,2.999560460868859,3.0860293053641232,3.1693992606955317,3.250046586519185,3.3282544596279884,3.4042337436146606,3.4781557702619277,3.550171164286108,3.6204104130636665,3.688963951099842,3.7558637120996545,3.8210844972054785,3.8845918423051513,3.9464094443940247,4.006608372708104
0.0,0.28105,0.03905,0.0,0.8314,0.92845,0.7525,-1.0,0.0,0.0,3.6627650685576625e-08,-1.1061945809921374e-09,-6.648118421379293e-08,-1.7121457907226056e-07,-3.3053832971179013e-07,-5.649932039582789e-07,-9.028154040772513e-07,-1.3820586870782583e-06,-2.0533636483937407e-06,-2.9854235434261742e-06,-4.271183326696471e-06,-6.032803437572924e-06,-8.432518951023846e-06,-1.1688252117829191e-05,-1.608894984172033e-05,-2.2014737344812004e-05,-2.9968748918153907e-05,-4.061367964217613e-05,-5.4819857135808454e-05,-7.372735121717785e-05,-9.882372773260528e-05,-0.00013204117203027387,-0.00017587716244038014,-0.0002335454767488295,-0.00030916292430826966,-0.00040799593007686787,-0.000536797116369769,-0.0007042866010674706,-0.0009218498868593769,-0.0012044714004800941,-0.0015717473085339272,-0.0020485034800025665,-0.002664096073632765,-0.0034494649337283552,-0.0044317589063567085,-0.005627604261901573,-0.00703715249945983,-0.008641559459355835,-0.01040794627522953,-0.012288507105862554,-0.01428500512612504,-0.01651258255945035,-0.019137730260037022,-0.022276444122432654,-0.025737586779760464,-0.028734474321883335,-0.029480808831082155,-0.025775041888131397,-0.016496095613177532,-0.004710653319300474,0.0023643300360180627,0.0019215213884800058,0.004559019553693344,0.026171521349650607,0.06173523544217472,0.08107988206562404,0.0885330018436238,0.12756506921763083,0.17618064714913004,0.1979136484682661,0.25139947503249344,0.30262776080400716,0.3540692006509493,0.42058424746565426,0.48667330395482306,0.5616315748746479,0.6441409178602115,0.7310945103436345,0.8253892745661972,0.9260934464554276,1.0319902366633598,1.1427338970670537,1.257981912821943,1.3768222962461751,1.4981292956565564,1.6208079571626195,1.7438035280009152,1.8660444957884263,1.9864724072211153,2.104124887135312,2.218207813683287,2.3281303057096663,2.4335297290695777,2.534284795052412,2.630502542788684,2.7224796915916993,2.8106293310556794,2.8954043634557003,2.977229293226738,3.056459696952338,3.133377484995413,3.2082031920087095,3.281113593347157,3.3522407607909686,3.4216591893577415,3.4893764195246493,3.5553559235137087,3.6195801941363763,3.682080618318824,3.74289375380243
