z,Omega_c,Omega_b,Omega_k,h,ns,sigma_8,As,w0,wa,m_nu,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,k43,k44,k45,k46,k47,k48,k49,k50,k51,k52,k53,k54,k55,k56,k57,k58,k59,k60,k61,k62,k63,k64,k65,k66,k67,k68,k69,k70,k71,k72,k73,k74,k75,k76,k77,k78,k79,k80,k81,k82,k83,k84,k85,k86,k87,k88,k89,k90,k91,k92,k93,k94,k95,k96,k97,k98,k99
0.0,0.30479120971119267,0.061343227628304284,0.0,0.8115985418312517,0.9401927391442492,1.065451115646074,2.1e-09,-1.1551767630240022,0.0,0.0,3497.6486907562253,3815.5445259562334,4161.185771981356,4536.447681803598,4943.292256490262,5383.74744436008,5859.863920734075,6373.705025583055,6927.346994636968,7522.838385651767,8162.162236432069,8847.089162536458,9579.106020416892,10359.441818758814,11188.935965334947,12067.714241737445,12995.3138125704,13970.244616573718,14989.970991328602,16050.611707128142,17146.749246337466,18271.076231127023,19414.11081429138,20563.843128363227,21705.385251253978,22820.63859852599,23887.967712880407,24881.9906273575,25773.546476549316,26529.963138515006,27115.71362197915,27493.838876279835,27628.141837878044,27486.64089234227,27046.284723076657,26298.732211180446,25256.359582474564,23957.05054065988,22465.881811161325,20871.591853214355,19271.881443736747,17767.21779983908,16432.802643713436,15295.294047473399,14314.551865365604,13407.449273178529,12467.460911140744,11404.60522852244,10226.391979724895,9041.451916268788,8007.261210898083,7211.995318785164,6593.652681976426,6002.247618266955,5367.357258346091,4768.969741523847,4283.205430250636,3867.7435576079824,3473.406001801334,3121.4591192579987,2817.379168859653,2545.7129050489757,2305.9213363859194,2094.4532598398796,1907.4646129982566,1741.8293589237362,1594.4874232878474,1462.6598693703056,1343.821073633518,1235.7186869804657,1136.387881546656,1044.1634501410595,957.6893612507562,875.9244715149138,798.1406658253037,723.9104359873861,653.0779580401693,585.7107946023461,522.0348725270328,462.35845721932526,406.9949536762616,356.1947656975178,310.09567306677627,268.6980833993298,231.86663523724997,199.35376439789556,170.8356205788374,145.94899755680473,124.32153548133834,105.59334502407658,89.43008957254303,75.52698829098954,63.60707814126566,53.4195740501029,44.73994255515328,37.36821106688478,31.12598968064017,25.856115151678694,21.42106890669813,17.69997376614771
0.0,0.23777568795041043,0.052988285352429984,0.0,0.5538208833652588,1.0018441895515555,0.6284094245651468,2.1e-09,-1.1065045916988008,0.0,0.0,3779.905163137669,4133.8775991230905,4517.760058036262,4933.14683029564,5381.550757197797,5864.380649186248,6382.887601905113,6938.11299659879,7530.782595275355,8161.242848745364,8829.431694790963,9534.759728626488,10275.858690235278,11050.614610473885,11856.130513848095,12688.41876986007,13542.216054640008,14411.154468645176,15287.65137068989,16162.514061766024,17025.098523010558,17863.199821507824,18663.013796352647,19409.130746162828,20084.562283513205,20670.835648967626,21148.18155348865,21495.841255828276,21692.561303034592,21717.34381760087,21550.59420870656,21175.66255765758,20580.997757523597,19762.82212593788,18728.268303470726,17498.641883322387,16112.0051590764,14624.186393382306,13106.967582847403,11642.073383713916,10289.890263244819,9146.888455954037,8245.811776284778,7547.684857531357,7000.802195649709,6540.161724041893,6063.522674783944,5419.902538281076,4639.035700863717,3854.675242617377,3218.503560854317,2806.345766280157,2558.9400549746874,2312.6335003016366,1979.6934010941666,1652.7994572069622,1433.2192712103083,1274.2386645447584,1102.88885332943,948.1685587389194,831.0948895337198,725.0901141299657,633.7004809142527,556.6750275121443,490.0723929906466,433.2231854664432,384.41131332942905,342.48470705984994,306.3687687011147,275.14733306680336,248.03075622135606,224.3400379062252,203.4933947025251,184.9948054019111,168.4243009358355,153.43048092938287,139.7245526243624,127.0752959622697,115.30468014139161,104.28333182496318,93.92538735207863,84.18222290103293,75.03491154509702,66.48559671345139,58.54834090968262,51.240298938706616,44.5741839657531,38.552871005125375,33.16660183854261,28.392718584728566,24.197360885262654,20.538307410197433,17.36818076527298,14.637458584422713,12.296981644929797,10.299821307234863,8.602467797759203,7.165389913960425,5.9531119929302,4.9340164833138305
0.0,0.32171958398227646,0.03563479845838079,0.0,0.7144272143790549,0.9881294035431516,1.0857547814248039,2.1e-09,-1.2067350615499466,0.0,0.0,3014.2302301365767,3302.575174275716,3617.243974140161,3960.0645332202494,4332.880820156457,4737.583254738373,5176.137227988831,5650.505740520067,6162.616034253058,6714.314414261677,7307.333728763029,7943.25945556766,8623.406489532412,9348.617029676217,10119.307846113334,10935.354423930263,11795.899445197772,12699.00092551656,13641.773794442928,14620.015341992808,15628.063816785934,16658.54407992313,17702.14656805502,18747.37187696232,19780.31301401682,20784.44530842181,21740.48618553027,22626.334950585482,23417.21245382397,24086.02311793516,24604.129702664457,24942.637238132593,25074.389242901496,24976.842779504565,24635.687645011283,24049.072244798503,23231.662351770545,22217.420837953596,21059.67120002902,19826.92761987886,18575.626948186426,17384.134616616902,16294.834775800571,15293.208745925453,14342.814164701427,13372.200729937893,12338.94780519907,11217.820485266893,10067.299991424083,9014.339785121709,8134.107352148868,7409.035932644811,6751.601279238714,6084.520739622794,5437.409705164187,4881.622348318617,4406.592813026229,3966.9456392978336,3566.3259110825843,3216.0850959938953,2904.5248845418673,2627.7126280277716,2383.3098708313723,2167.091037998083,1975.7747437045264,1806.070161570718,1654.9419227281464,1519.584617051315,1397.4458957169934,1286.2399003905136,1183.961681267999,1088.9025793854412,999.66538692254,915.175142486632,834.6814077512906,757.7469350096012,684.2179974679202,614.1752692070023,547.8670968080755,485.63139270967633,427.8150972577655,374.70162850050394,326.45625756000476,283.09706565894317,244.49457888323914,210.39641177838362,180.46645162616872,154.3257449351831,131.5864082296196,111.87535308279325,94.84650857829773,80.18321099298035,67.5967794344345,56.82630367549255,47.638916854401614,39.826982841819614,33.20505637537684,27.609200869918375,22.895053211760843,18.935828594330488
0.0,0.28947360581187276,0.06376705509390895,0.0,0.7056891480761658,0.9210588410996111,0.801006911335533,2.1e-09,-0.7754113808255155,0.0,0.0,3537.584726546706,3830.2584364003174,4145.045488622291,4483.756832319798,4848.392432049158,5240.981922819009,5663.30184433839,6117.126668107591,6604.243373616232,7126.133930849814,7683.932049521712,8278.55713689859,8910.601726293156,9580.068362719638,10286.430742509772,11028.60586796173,11804.913939833765,12611.926532035193,13446.096404525315,14302.42692755952,15174.399642283617,16053.942463677342,16931.222263276442,17794.463563042467,18629.745917750344,19420.86624277229,20149.23226930223,20793.859270730598,21331.557878165488,21737.339484878103,21985.16873036459,22049.246816232084,21905.914695367832,21536.299431529023,20929.827862447008,20088.29137910736,19029.90977318016,17792.444103918526,16433.964032299074,15029.80243561228,13655.668070951127,12398.824514062348,11325.855034701844,10450.020692874994,9739.683617332483,9114.110272997019,8475.757151864558,7712.352604271185,6804.016590230072,5864.500751869792,5046.534229299395,4447.874388696638,4039.818000774354,3671.0874599098515,3230.6662632957805,2787.265988924267,2450.454795874817,2194.6437246606883,1939.835667748288,1704.3902404567043,1515.1881822671373,1346.3478523633617,1197.9740951166827,1070.5728290039026,959.2426955747964,862.6608582105907,778.5105752158398,705.0303200301252,640.5841830688488,583.7372692039887,533.2290199695805,487.9612511129619,446.9875205048962,409.5056166827899,374.85197433096926,342.4978843877803,312.0455668632939,283.22163306803515,255.86694897863643,229.92108110705126,205.40128770987968,182.37667820230484,160.93976891081874,141.1787174337381,123.15412453231268,106.88393139194771,92.3383690436966,79.44442528053001,68.09678290648047,58.170867072260215,49.534215385074965,42.05437763677505,35.60356866029816,30.061199229771095,25.31528226001322,21.26346383756806,17.814049354126183,14.88627245139837,12.408981955936516,10.318902219825123
0.0,0.1688354695775299,0.05615003615863179,0.0,0.843028857649023,1.0097034657837574,0.797950082765126,2.1e-09,-1.1300518400499315,0.0,0.0,5572.026664415775,6108.360891410064,6692.150460554825,7326.320287404819,8013.859204646574,8757.712721156608,9560.715117911797,10425.506628248364,11354.459699738414,12349.621532733123,13412.556889016592,14543.930468085293,15743.544949250074,17010.29079435755,18341.669296652697,19733.388533618716,21179.131682098592,22670.52313870523,24196.522555549363,25742.961459444843,27292.23280756309,28822.814789814413,30308.838953191043,31719.711085639185,33019.82751676521,34168.48075980512,35120.14546425988,35825.21660167954,36231.574547547134,36287.217489341354,35944.26646196547,35164.66783552599,33927.632897080395,32238.479796185766,30137.35788741625,27705.717240248698,25067.6066543677,22381.419233172666,19809.920786800212,17538.87148324899,15698.09863405581,14317.168151884642,13342.387055868394,12628.367766685136,11920.612118403811,10945.511450078666,9604.671740658116,8065.515925213405,6669.3309069741335,5716.535351688918,5206.902388360106,4841.647153133323,4289.853631260713,3603.040888775203,3089.290011838388,2784.544013625957,2472.858791908596,2134.2134832037636,1885.7389137404473,1672.5307778187173,1474.2448188331055,1311.0822807706136,1167.0450034147423,1043.448374203692,936.2254145683816,843.3325322628581,762.525198413981,691.9477884913309,629.962110462827,575.1467617279069,526.2717379668242,482.27844478993194,442.2634395388777,405.46804172067885,371.2737095812725,339.1976012712166,308.88773586602764,280.11441687101967,252.7577299318819,226.7899245856898,202.25299130926138,179.23235938149685,157.8290085531856,138.13324311370297,120.20364415746978,104.05410775700777,89.65028171822652,76.91456275461971,65.73692085766103,55.98790809959665,47.53049697253771,40.22864599682756,33.952161338543355,28.578826453311567,23.995312551822288,20.097829278052785,16.792736526841598,13.997160394132758,11.639098004798258,9.656080868447818
0.0,0.34512447032735116,0.05367560756635983,0.0,0.6851197462374063,0.9979200024307745,0.9725600721078727,2.1e-09,-0.9631063633513692,0.0,0.0,2289.6137223593155,2505.674611365914,2741.144751187379,2997.5674802210856,3276.5765216377877,3579.883745485826,3909.201617206264,4266.263463607513,4652.83395092007,5070.635955270431,5521.264104528761,6006.219395133058,6526.86712655916,7084.255339401249,7679.079950797298,8311.687487701247,8981.913874622242,9688.823780250097,10430.800548217392,11205.251326009446,12008.460974903974,12835.414210700095,13679.588818758133,14532.741803629047,15384.684898912794,16223.068406564315,17033.195823187278,17797.877207700512,18497.411687502565,19109.708890377777,19610.69072882849,19975.068156534635,20177.61559496733,20195.197401965717,20009.55763674013,19610.836427597867,19001.582674368834,18200.369376415467,17243.977302943105,16186.703763919628,15092.621077057878,14023.504574577622,13050.028023839388,12200.443641726682,11458.371715692929,10769.957857050142,10065.312427301353,9282.10077892575,8386.671748494604,7450.4759283114545,6602.592162155612,5923.7138037550285,5399.4217343606315,4930.516945780099,4426.695692075085,3926.1782716813623,3508.36809027297,3164.5985991973653,2840.858146525243,2542.990953175907,2287.3698081104903,2060.1775943561565,1858.4418561390873,1681.239063391306,1524.8216442528433,1386.865705747927,1264.8621397617471,1156.5603062247842,1059.8876549379804,972.972419136126,894.1464724535277,821.9500721747914,755.1378211657716,692.6858041796692,633.7965308183007,577.898963380089,524.6401620153134,473.86500924962405,425.5834457568564,379.9258413953711,337.0905051030514,297.2892039733722,260.69797333209414,227.42008112778214,197.46605217627203,170.75221334962953,147.11503152082548,126.33487029705599,108.16137761290064,92.33476750753275,78.60133309911166,66.72347686229188,56.48387028362697,47.68488215165134,40.147057647576005,33.70905441001138,28.22737004175842,23.5741503203843,19.635857694927306,16.31276662075045
0.0,0.30222794039807055,0.04297446008575155,0.0,0.6540357984401414,0.9383908437864039,0.8323340929886873,2.1e-09,-0.8248153449151756,0.0,0.0,3484.4525107714667,3780.646948768123,4099.959772135096,4444.09619219181,4814.837904853847,5214.081583069367,5643.629188775251,6105.026139185998,6599.74749782122,7129.152036233762,7694.186608079793,8295.414468282654,8933.058456077215,9606.874272233114,10315.985111169495,11058.900482669378,11833.277365998909,12635.30406543126,13460.889656273772,14304.450537385484,15159.008134421652,16016.105890517347,16865.66741296991,17695.88621975052,18493.10941021479,19241.76383769438,19924.391413384586,20521.713633014242,21012.915799929528,21376.112493508204,21589.13274778798,21630.724273066142,21482.253370223076,21130.040807102185,20568.213757408183,19801.944813994036,18850.466758326213,17749.145574677506,16549.46917454838,15315.532971041934,14102.532569894709,12982.136107499344,12002.315101135155,11153.36349213542,10386.740145945472,9668.98648389595,8885.686365064425,7996.390102547713,7046.064921890517,6148.488387184431,5403.1023951787865,4842.475531835023,4386.75510021882,3922.195228765218,3431.168069452856,3003.178883158879,2671.6600712120335,2378.6008349673293,2098.171186467711,1858.7184817608602,1654.1748845580507,1471.6982292128428,1313.965771023467,1176.4886822797166,1056.8233580400406,952.5960884667676,861.6335148437271,781.9935851010688,711.944849044373,649.9509605765552,594.6595258148782,544.8911861155019,499.6317700699193,458.0264981987865,419.37571214463344,383.13159873928754,348.8935283865723,316.40020293728696,285.5165253145349,256.2138900738172,228.54382879776816,202.60653094047015,178.51733960227892,156.37554736617966,136.24016594993614,118.11639710565485,101.9541418066853,87.656659831915,75.0948371376323,64.12187838631013,54.5849094109905,46.33262449039552,39.21986698515735,33.110364860724275,27.878694682252085,23.41191158786581,19.60991103670336,16.383899816852697,13.654571157379726,11.351588795279856
0.0,0.30721286105539075,0.035889662473806365,0.0,0.7558253084948441,0.9936896579660939,1.0385402668927608,2.1e-09,-0.8297055343745718,0.0,0.0,2780.486593144307,3034.4233693449464,3310.102039018414,3609.4340607392946,3934.472354270843,4287.20749850486,4669.67193623877,5083.994466780182,5532.244078045109,6016.284034771321,6537.893372561365,7098.722362761508,7700.075727280411,8342.892815331565,9027.74769384171,9754.672128309352,10523.091189206163,11331.210785910727,12176.80638559079,13056.296012942803,13964.716462923718,14895.554509205314,15840.514168858324,16789.28854232501,17729.32292929903,18645.631302053815,19520.618699447543,20334.043349285683,21063.129518436468,21682.905049727975,22166.96203976152,22488.646873120866,22623.010302038663,22549.451913074656,22255.202093674096,21739.1496269848,21015.572976588985,20116.6228239083,19092.147843857718,18003.48881804718,16904.109410898174,15867.570206433009,14921.81304368109,14050.900211419872,13202.820925797165,12318.99973664236,11352.231211198718,10295.958051480413,9223.655109289984,8260.692976537064,7473.400213997788,6826.008461218895,6217.2071730811285,5583.632478619303,4980.135263633429,4475.168750963569,4040.6219889827084,3629.94668278772,3258.901753243697,2936.8016350674898,2648.361551921496,2392.7920038630687,2167.4567714496384,1968.402062050701,1792.7567063105737,1637.4953641284958,1499.858220660512,1377.277106258339,1267.4022994035975,1168.1100984557784,1077.5112427916017,993.9603908543568,916.066770310778,842.7040776265072,773.0176755142802,706.4246846171025,642.602309695679,581.461279849949,523.1028672271824,467.7616689559544,415.7394083476651,367.337646227291,322.79833709633834,282.2605792342693,245.73950891931622,213.12896895913318,184.22384017957322,158.75280611104836,136.4111924016396,116.88752673087494,99.88207319708285,85.11661646627998,72.33622212297325,61.30762009159335,51.8188744504983,43.67982847804373,36.71991792981058,30.78590347420278,25.741853830780943,21.467367471791142
0.0,0.17562272653510916,0.02885563848613997,0.0,0.6065853270003384,0.9206419531871383,0.6043323999350291,2.1e-09,-1.0369682448494841,0.0,0.0,8925.725981035412,9659.678374175832,10443.59726987018,11278.589599284851,12165.252615611535,13103.668019319495,14093.324752806762,15132.853662794776,16219.91431335304,17351.221558160436,18522.37085011599,19727.43308206831,20959.084840275867,22208.633425165222,23465.63631469557,24717.722313564907,25951.009413694188,27150.120173467934,28297.775967883354,29375.172882333765,30362.143185212153,31237.267460763785,31978.152445414864,32561.725600883557,32964.608281032764,33163.69672620762,33136.80730693441,32863.64765551629,32327.06211990147,31514.70559003453,30421.1885779556,29050.64741691733,27419.666709176738,25560.202940734063,23521.826184591377,21372.517220894475,19196.823064283548,17089.971878442208,15137.805074394748,13418.450248043579,11992.947831363452,10831.96551205123,9859.747057303714,8999.3249951416,8180.877139621111,7277.494945433154,6228.202471191665,5206.6879938464945,4349.737325499827,3741.5766750621297,3331.9450930696257,2966.9070145327914,2532.914715969268,2111.1744695312937,1801.3350120991377,1573.498172017308,1351.051313135386,1148.8870916838366,991.6925332565609,854.968685578862,737.2212899033304,638.8753949591572,554.8513300741129,483.82330187187415,423.51444561144376,372.3141327465063,328.76297579096087,291.6335592274412,259.8808774517712,232.61762069216462,209.09135785011816,188.66486607322466,170.79923718368067,155.0399908020639,141.00582521110005,128.37951199233515,116.90071343844451,106.36016176146089,96.5947685130258,87.48310086167773,78.94072018563143,70.91497430205204,63.37903675013207,56.32524543415822,49.7580644109638,43.68721908591726,38.12167052981183,33.065041690930535,28.512872490561936,24.45172333912243,20.859796480727027,17.708534727097245,14.964638431177587,12.592066031225803,10.55376294298391,8.813021615565544,7.334483854829552,6.084854002352821,5.033389765057785,4.152205076993942
0.0,0.2400771875791134,0.061104095861753666,0.0,0.5559073643815827,1.009910473047424,0.6064503625226922,2.1e-09,-1.0142456148479646,0.0,0.0,3347.5649531610557,3660.6363962183987,4000.285573729519,4368.140627576346,4765.7875204204565,5194.692843315668,5656.217134138189,6151.578616930742,6681.708788577154,7247.199335865801,7848.3019910616995,8484.812564258064,9155.842091678565,9859.848180889625,10594.588858874144,11356.837697743185,12142.232619547543,12945.398260246078,13759.811794655096,14577.438347073718,15388.846266152783,16183.090902429678,16947.631995277032,17668.301211421585,18329.276857952493,18913.1525303365,19401.022058592112,19772.758469087923,20007.388626668537,20083.808363108397,19981.761098051615,19683.33061562563,19174.958810388765,18450.08770189892,17512.30144306444,16378.713787975812,15082.847112010419,13676.15913841607,12226.811684734817,10814.696168822902,9504.858011699149,8384.01895080029,7509.603238886966,6851.927678133096,6361.065470893003,5978.252209528864,5609.665403560934,5080.453555520791,4384.6664182405975,3631.7671463245265,2985.5591244113557,2557.830433689093,2327.0059286492083,2139.5879579196057,1858.1703677084,1538.5296097460705,1311.9151716954161,1171.3233743320109,1023.3418365443277,872.4681351359977,762.3911163761326,666.579773906059,580.1406421331754,509.04237028293437,447.05285369862037,394.34082597626775,349.08013810336894,310.27790437412796,276.9110529451501,248.1347755876042,223.2154271204152,201.5223843906957,182.514685504647,165.73028902633962,150.776767780746,137.323757662998,125.0970868877167,113.87380300802327,103.47818627846749,93.77791184411525,84.6799893563546,76.12592924217272,68.08591311904915,60.55195589552688,53.53037168715057,47.03413322852082,41.075895696880245,35.66246355248573,30.791267330860183,26.449021706866976,22.61229001871957,19.249360252161683,16.32275101413605,13.7917870505937,11.614893015287514,9.751433177722099,8.163031122845343,6.814366596543613,5.673502581548146,4.711862569989029
