k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,k43,k44,k45,k46,k47,k48,k49,k50,k51,k52,k53,k54,k55,k56,k57,k58,k59,k60,k61,k62,k63,k64,k65,k66,k67,k68,k69,k70,k71,k72,k73,k74,k75,k76,k77,k78,k79,k80,k81,k82,k83,k84,k85,k86,k87,k88,k89,k90,k91,k92,k93,k94,k95,k96,k97,k98,k99
0.001,0.0010974987654930556,0.0012045035402587824,0.0013219411484660286,0.0014508287784959402,0.0015922827933410922,0.001747528400007683,0.0019179102616724887,0.00210490414451202,0.0023101297000831605,0.0025353644939701114,0.0027825594022071257,0.0030538555088334154,0.003351602650938841,0.0036783797718286343,0.004037017258596553,0.004430621457583882,0.004862601580065354,0.005336699231206312,0.005857020818056668,0.006428073117284319,0.007054802310718645,0.007742636826811269,0.008497534359086447,0.0093260334688322,0.010235310218990263,0.011233240329780276,0.012328467394420665,0.013530477745798075,0.01484968262254465,0.016297508346206444,0.01788649529057435,0.019630406500402715,0.021544346900318846,0.023644894126454083,0.025950242113997372,0.02848035868435802,0.03125715849688237,0.03430469286314919,0.037649358067924694,0.04132012400115339,0.04534878508128584,0.049770235643321115,0.05462277217684343,0.05994842503189412,0.06579332246575682,0.07220809018385467,0.07924828983539177,0.08697490026177834,0.09545484566618342,0.10476157527896651,0.11497569953977368,0.1261856883066021,0.1384886371393873,0.15199110829529347,0.1668100537200059,0.18307382802953698,0.2009233002565048,0.22051307399030456,0.24201282647943834,0.26560877829466867,0.29150530628251786,0.31992671377973847,0.35111917342151344,0.3853528593710531,0.4229242874389499,0.4641588833612782,0.5094138014816381,0.5590810182512228,0.6135907273413176,0.6734150657750828,0.7390722033525783,0.8111308307896873,0.8902150854450392,0.9770099572992257,1.0722672220103242,1.1768119524349991,1.291549665014884,1.4174741629268062,1.5556761439304723,1.7073526474706922,1.873817422860385,2.0565123083486534,2.2570197196339215,2.4770763559917115,2.718588242732943,2.9836472402833403,3.2745491628777317,3.5938136638046294,3.94420605943766,4.328761281083062,4.750810162102798,5.21400828799969,5.72236765935022,6.280291441834259,6.892612104349702,7.56463327554629,8.302175681319753,9.111627561154895,10.0
